subject,object,original_label
indwelling catheter,gammaglutamyltransferase,other
hirudineas,pharmacy licensure,other
calcium compounds,o desmethylvenlafaxine succinate monohydrate,other
intraepithelial prostatic neoplasia,thermal hysteresis protein,other
jnk2 kinase,propylamine transferase,other
sympathetic ophthalmia,genetic code,other
geographic information system,arylsulfonic acids,other
hcb,pyrroline carboxylate reductases,other
lysinoalanine,hydrocolloid dressings,other
synsepalum,rhizobium tropici,other
spirit possessions,slc21a8 protein,other
broomcorn millet,atrophic gastritides,other
antithyroid drugs,interferon gamma release assays,other
chronic monocytic leukemia,hydroxymethylglutaryl coa reductases,other
celioscopes,licheniform eruption,other
nutritional deficiency,advance health care planning,other
crystal violet,patient identification systems,other
adenylpyrophosphate,national institute of environmental health sciences,other
vesicular amine transporter proteins,single chain variable fragment antibodies,other
anterior thalamus,cobalt,other
tractus optici,numismatics,other
blood glucose control,communicative dysfunction,other
type i chaperonins,pcg complex protein,other
uncinate fasciculus,alpha l idosiduronase,other
anus prolapse,petrositides,other
glycogenosis type ii,gamma radiations,other
ac globulin,pseudomelias,other
aestivation,lymphocyte counts,other
pseudomonas infections,cohesin,other
aloeaceae,insulin mixtures,other
noctua armigera,muscle spasms,other
aquatic biology,benign recurrent vertigo,other
continuing pharmaceutical education,acoustic neurilemmomas,other
grewias,protein kinase cki,other
prosthesis failure,radioisotope scanning,other
lymph node tuberculoses,ets domains,other
hypophyseal stalks,working dog,other
oral surgeons,pollen food allergy syndrome,other
hemolytic anemia,trigeminal nuclear complices,other
segmental duplication,hyperadrenocorticism,other
gender non conforming,rectocolitis,other
graefe's disease,wolffs periodic disease,other
rhodopsin,neighborhood ethnic racial composition,other
dreissena,prostaglandin endoperoxide synthase inhibitors,other
thermococcales,xray computed tomography,other
renal cell adenocarcinoma,proline endopeptidase,other
opisthorchis infection,endovascular technique,other
ophthalmic nerve,japanese knotweed,other
thoracoabdominal syndromes,acetate esterase,other
neurorehabilitation,speech discrimination test,other
silver proteins,biglycan,other
bicarbonate chloride antiport,adult stem cell,other
methylglucopyranosides,toll like receptor 4,other
eisenmengers complex,foreign bodies,other
coenzyme a,integrin alpha4,other
leishmania leishmania mexicana,pregnane x receptor,other
years of potential life lost,orphaned children,other
heyman's nephritis antigen gp330,gm2 gangliosidosis,other
ethylnorantifeine,nucleus pulvinaris,other
mioses,enamel hypomineralization,other
hausp protein,joy,other
pharyngeal diseases,c1s complement,other
humidity,periapical tissues,other
elafin,mental processes,other
harmala alkaloids,autonomous robot,other
western dietary pattern,granulocyte colony stimulating factor receptors,other
subchondral arthroplasties,oxidative stresses,other
trypanosomatinas,immune thrombocytopenias,other
platinum containing compound,gingko bilobas,other
laryngeal tuberculosis,vascular rings,other
glycogenolyses,maternal deprivation,other
schistosoma mansoni,congenital toxoplasma infection,other
velopharyngeal sphincter,spontaneously hypertensive rat,other
gelatinase b,petroleums,other
brimonidine tartrate timolol maleate drug combination,endoreduplication,other
dental anxieties,brite adipocyte,other
psilocibin,ebolavirus infection,other
3beta hydroxy 5alpha pregnan 20 one,radiation chimera,other
testicular interstitial cells,pulmonary valve,other
myotonic dystrophy,dihydroergotoxine,other
environmental impact,thiuram,other
erythrocruorins,penetrating craniocerebral trauma,other
phase separations,proopiocortin,other
plin4 protein,ailmentary system,other
auditory tubes,specialty chemicals and products,other
selenous acid,titf 1 protein,other
gastrointestinal flora,duodenal reflux,other
exportin 1,inbred shr rats,other
dichotic listening tests,pharmacists' practice pattern,other
verrucous nevus,middle african person,other
arfid,polyostotic fibrous dysplasias,other
campylobacter laridis,20 alpha hydroxyprogesterone,other
estomycin,heimlich maneuver,other
hendra virus,nose bleeds,other
patient escort services,stem cell assays,other
vasculitis,congenital clubfeet,other
breech fetal presentation,bottlefed,other
seawaters,gluk2 kainate receptor,other
labyrinth,vomeronasal organ,other
hip prosthesis implantation,arachidonic acids,other
cytochrome p450 family 21,subcutaneous infusion,other
ethyl carbamate,convallariaceae,other
card signaling adaptor proteins,overbites,other
ferrocyanide reaction,hmg at proteins,other
marek's disease virus serotype 1,patellar dislocation,other
public health nursing,tumor autocrine motility factor receptor,other
anencephaly,bombs,other
research,bacterial extracts,other
sex chromosome disorders,great arteries transpositions,other
physicians' role,mobility limitations,other
food hypersensitivity,lacanianism,other
cd36 protein,bone morphogenetic protein 6,other
orthokeratologic procedure,vaters ampulla,other
interleukin 2 15 receptor beta,cat cry syndromes,other
depside,lassa virus infection,other
blood platelet number,psychoanalytic interpretations,other
bothrops xanthogrammus,meniere's disease,other
national institute for occupational safety and health,oxodoline,other
freeze substitution,cucumbers,other
apigenin,arabinosyluracil,other
zearalanol,lymphangiogeneses,other
vertebrates,e 2 kinase,other
pulmonary parasitic infection,pi 3 kinase,other
hy antigen,periodontal resorptions,other
bhlhe37 protein,l tryptophan,other
greater celandine,lumican,other
paxillin,acetyl coenzyme a carboxylase,other
agammaglobulinaemia tyrosine kinase,phenylalanine,other
colonic diverticulum,mdck cells,other
transient type calcium channels,linderas,other
home care service,carbon fibers,other
valine,psmls,other
perching bird,spinocerebellar ataxia type 1 protein,other
c cam1,goat diseases,other
abnormal karyotype,gadiformes,other
complement c4a,rectus muscle of abdomen,other
amides,bacillales,other
factor viia,matricaria,other
bernard syndromes,meat,other
olivopontocerebellar degenerations,nephrogenic systemic fibrosis,other
cardiovascular physiology,acne conglobatas,other
functional laterality,guacos,other
dried blood spot method,fixed functional appliances,other
licensure,latent infections,other
orcinus orca,sweet clover,other
hunger,wdha,other
dioscoreaceae,cine magnetic resonance imaging,other
aminophenurobutane,breast quadrantectomies,other
tabernaemontaneae,cinac,other
doublecortin domain proteins,food pattern,other
glucose regulated protein 78 kda,papio cynocephalus,other
sexual intercourse,cd331 antigen,other
skin surgery,activators of enzymes,other
bedouin people,bladder neck obstruction,other
ferroportin,corticosteroid,other
desglucolanatosides a,anticoagulation agents,other
suture,hyperkinetic movement,other
cholecystokinin octapeptide,large for gestational age infant,other
mongolian folk medicine,haemophilus somnus,other
cytoplasmic granules,gray matter,other
neurological diagnostic technique,bacterial zoonose,other
monocyte chemoattractant protein 3,mammalian embryo,other
superinfections,retinal cone photoreceptors,other
single cell gene expression analysis,hospice care,other
isograft,scotch brooms,other
cd56 antigens,alteplase,other
serum complement inactivators,hdl3 lipoprotein,other
cephalosporium,biological rhythms,other
stomach diverticula,virus shedding,other
brain traumas,leukocyte reduction procedures,other
haptophyceae,slc6a2 protein,other
septal nuclear complices,juvenile optic atrophy,other
eighth cranial nerve diseases,dimethylphenylpiperazinium iodide,other
interleukin 18 receptor alpha chain,radiographic magnifications,other
perinatal care,glycogen storage disease type i,other
radioisotope brachytherapy,pelvic horn syndrome,other
pemoline,integration host factors,other
acinetobacter calcoaceticus,raman spectroscopy,other
zonula occludens 2 protein,glucagon like peptide,other
neurogeneses,1 methyl 4 phenylpyridine,other
gag genes,autoantigen,other
percutaneous electrical nerve stimulation,pyridoxol,other
viruses,miocamycine,other
refugee camp,computed tomographic scintigraphy,other
t cell transcription factor 4,men 2a syndrome,other
obesity in pregnancy,birth cohort,other
interleukin 3,ménière diseases,other
iron workers,b thuringiensis toxins,other
anosmic hypogonadisms,dna relaxing enzyme,other
clinical pathology,retinal photoreceptor inner segment,other
joint laxities,pyd domain,other
peritoneal stoma,caesarean sections,other
benzoxazole,peripherin,other
excitatory amino acid,minor surgery,other
4 hydroxybutyrate sodium,polar bodies,other
chromosome breakpoint sequence,autonomic denervations,other
malignant melanomas,fatty liver,other
gain of function mutation,lost to follow up,other
hemodilution,retroviridae,other
toeing outs,atrx protein,other
progressive myoclonus epilepsybaltic myoclonic epilepsy,adolescent mother,other
doctor of osteopathy,polymyositis,other
cathode materials,cd213a1 antigen,other
health disparate minority and vulnerable populations,software validations,other
epsp,alpha3beta1 epiligrin receptor,other
mixed hyperlipemias,blood flow restriction training,other
common milkweed,optic chiasma,other
maternal health,ribcage,other
nationality,oral neoplasms,other
meckel diverticulum,methylhydrazine,other
tissue fixation,renal nutcracker syndrome,other
lentigo,odorants,other
perceptual disorders,implanted electrode,other
herbals as topic,dihydrolipoamide acetyltransferase,other
ophthalmic assistants,ri antigen,other
syringe exchange program,temporal cortex,other
ephb2 tyrosine kinase,pyrethrums,other
central nervous system viral diseases,colon neoplasm,other
camp response element binding protein,platelet derived growth factor alpha receptor,other
patient refusal of treatment,prod,other
histamine h3 blockers,antidiabetic drugs,other
ventral roots,active shooter event,other
persistent vegetative states,rna granule,other
laryngospasm,oncostatin m receptor beta subunit,other
meningomyelocele,couple therapy,other
muscle glycogen phosphorylase deficiency,integrin alpha4beta1,other
chronic condition,omega conotoxin,other
octamer transcription factor 1,triton,other
brachium pontis,lymnea,other
neuronal pathfinding,gene knock downs,other
keratitides,tibiofemoral articulation,other
ears,nasal concha,other
teenage pregnancies,piriform fossa,other
lung lavage fluids,glucagon receptors,other
5' top sequence,adrenergic alpha 1 receptor agonist,other
hair colorants,epha2 receptor tyrosine kinase,other
webcasts as topics,mip 4 protein,other
complement inactivating agents,lactococcus lactis,other
willis ekbom syndrome,small ribosome subunit,other
pulmonary infarctions,nadph oxidase 1,other
proto oncogene proteins c fli 1,partner and localizer of brca2 protein,other
preproglucagon,thinking,other
rod vision,angiotensinogen,other
haplorhini,aids drugs,other
beige brite cell,chromatiaceae,other
pet polymer,uterine balloon tamponades,other
cortinarius,3c viral proteases,other
virosome vaccines,self neglect,other
skilled nursing facilities,mycobacterium kansasii,other
anal ulcer,isogel,other
azathioprine,brochothrix,other
slc22a5 protein,sos1 protein,other
cranial nerve neoplasms,acycloguanosine,other
microcomputers,gender change procedures,other
tissue donors,fetofetal transfusion,other
dentistry for aged,ventricular outflow obstructions,other
toll 4 receptor,students,other
incisor protrusion,triptorelin pamoate,other
fibrous cavernitides,time and motion studies,other
barrington nucleus,bombesin,other
body contour surgery,dissociative seizures,other
arginino succinase deficiencies,throats,other
hypocomplementemic glomerulonephritis,eye foreign body,other
t cell specific surface glycoprotein cd28,eighteenth century history,other
concept study proof,theoretical effectiveness,other
alkalinizing agents,soft tissue injury,other
antennal sensillum,astrocytic glioma,other
radiotherapy setup error,dogbanes,other
erythrocyte index,balaena mysticetus,other
type iv glycogenoses,stat4 transcription factor,other
off road motor vehicle,immunofluorescence techniques,other
interleukin 2 receptor gamma subunit,facial paralysis,other
mycetozoas,milker's nodes virus,other
endorphin acth precursor,myocyte specific enhancer factor 2,other
dermatitis exfoliatives,immunodeficiency type 21,other
thyroid associated ophthalmopathies,iodoacetamide,other
heart contusion,rectocele,other
hydrogenations,pierre robin's sequence,other
dengue vaccines,cultural diversity,other
eye bank,phycotoxins,other
trim proteins,traf1,other
rankl protein,crossed fused ectopia,other
immunological factors,forced indoctrinations,other
diverticulosis,peptide fingerprinting,other
mal and related proteins for vesicle trafficking and membrane link domain proteins,somatotrophs,other
australian sheep blowfly,annexin vi,other
ribosome subunits,amyloid a protein related serum component,other
volatilization,transpeptidase,other
atrioventricular node,reproductive sterility in plants,other
tobacco controls,united states national aeronautics and space administration,other
spc1 proteinase,omp proteins,other
rna damages,blood platelet counts,other
cholinergic receptor,investigative technics,other
crystallin mu,vpac2 receptor,other
proprioception,tnf related weak inducer of apoptosis,other
parent child relationship,gibbon ape leukemia virus,other
public health,small cell lung cancer,other
projections and predictions,viral nonstructural proteins,other
tissue factor procoagulant,armpit,other
hepg2 cell,filing,other
direct to consumer screening,prostaglandins a,other
choroidal neoplasms,anisotropies,other
colorado tick fever,mulleins,other
iron sulfur proteins,mrna cleavage and polyadenylation factors,other
olive baboon,ferroprotoporphyrin,other
trans myocardial laser revascularization,triallate,other
hexosaminidase a,antilymphocyte serums,other
orientia tsutsugamushi infection,thermal destruction,other
psychoneuroses,tp53 protein,other
articular ligaments,bacterial polysaccharides,other
4 ene 5 alpha reductase,anti neutrophil cytoplasmic antibodies,other
dense core granule,echium,other
neonatal intensive care unit,heart enlargement,other
rare book,sulfates,other
lupus panniculitides,autobiography as topic,other
craniocerebral injuries,euphorias,other
encephalitozoon,aizoaceae,other
b 50 protein,heavy ions,other
pulvinar thalami,gene targetings,other
arbaprostil,prostanoic acids,other
lamotrigine,retinal,other
reticulocytosis,veterinary venereal tumor,other
atrium appendages,fatal outcomes,other
sodium glucose transport proteins,hiv nonprogressors,other
absorbable gelatin sponge,maternal deprivations,other
home care agencies,vulva,other
biliary surgical procedure,mep protein,other
ig somatic hypermutation,harvest mites,other
white matter,wagr contiguous gene syndrome,other
railroad,eosinophilic hyperplastic lymphogranuloma,other
androstadienes,military veterinary services,other
blastodiscs,phototoxic contact dermatitides,other
retinol binding protein,pseudotsugas,other
forms as topic,salmonella enterica serovar paratyphi a,other
apical ectodermal ridge,portasystemic shunts,other
cyp26 family,premature beat,other
stalking,occupational health nursings,other
argininosuccinic acid lyase deficiency,rod opsins,other
worksite,neuropeptides,other
tumor necrosis factor receptor 75,ophthalmology,other
trna aminoacylations,germinoblastomas,other
cytochrome p450 pb 1,cytochrome p 450 cyp11b1,other
alveolar lavage fluid,proximal kidney tubule,other
polyprenols,local antiinfective agents,other
bee venom,vertebrobasilar ischemias,other
stem cell niches,contract biddings,other
eastern african persons,trisomy,other
gem associated proteins,pulmonary blood flows,other
skin window technique,handicapped child,other
alpha 2 plasmin inhibitor,complement component 1r,other
odors,microchimerism,other
arthropod proteins,granuloviruses,other
callilepi,prol leu gly nh2,other
neuroscience,scrapie associated fibrils,other
gordona,christian ethics,other
vegf,cytochrome p450 family 3,other
fibrous dysplasia of bone,lysosomal beta mannosidase deficiency,other
emetic,endonuclease hin1076iii,other
micro electrical mechanical systems,electronic dashboards,other
albumin proximal factor,saccharomyces italicus,other
chordates,histiocytosis,other
trichlorphon,aptitude,other
signs and location directories,neutrophil proteinase 3,other
heavy ion therapies,opiate,other
pharmacy technology,hiv serodiagnoses,other
aleutian mink disease virus,radiomics,other
cotinine,somatic cell hybrid,other
allspice,laminoplasty,other
nsp 100,g csf receptors,other
medical propedeutic,anti mutagenic agent,other
complement fixation test,asian cobras,other
amnioscopy,insect parvovirus,other
x linked primary hyperuricemia,postmature infants,other
accelerated ambulation,mediator complex,other
condom,type ii site specific dnase,other
refsums disease,jealousy,other
factor xa inhibitor,papilloma,other
mansonelliases,progranulins,other
protein structural homologies,vulvar vestibulitis syndrome,other
muts proteins,facultative thermogenesis,other
open field test,patient medication knowledge,other
phenylalanine 4 hydroxylase,homophobia,other
mental orientation,phloretin,other
phosphodiesterase protein activator,rochalimaea infections,other
zygosaccharomyces,third party consent,other
epinephrine receptors,reticular fiber,other
pancreatic cyst,cold stress,other
astrocyte,gnathostomiasis,other
cacatuidae,pharynx disease,other
genital organs,pyk2 protein tyrosine kinase,other
activator deficiency gm2 gangliosidosis,arthroscopy,other
translations,octopamine,other
forecasting,sinusitis,other
moon phases,stretch shortening cycle exercise,other
abducens nerve,peptidyltransferases,other
mas1 protein,monkey pox virus,other
foot,clc 2 channel,other
nuclear receptor nr4a1,painting,other
health rights,hereditary autoinflammation diseases,other
vitellogeneses,mesoblastic nephroma,other
waterborne disease,ob protein,other
materials science,callosity,other
activated leukocyte cell adhesion molecule,epigastric artery,other
cell separations,marek disease herpesvirus 1,other
clopidogrel,delayed regaining of consciousness,other
asteridae,saint,other
postreplicative repair,reproductive and urinary tract physiological concepts,other
hemolytic agents,electrocorticographies,other
acyl acp dehydrogenase,sphenopalatine ganglion blocks,other
av blocks,waist to hip ratio,other
rhodothermus,true toad,other
chloroprene polymers,dill weed,other
luciferases,epikeratoplasties,other
marker antigens,aids drug,other
chloroplast genes,neuroeffector junctions,other
avian paramyxovirus,veterinary society,other
morton's neuroma,hemocyte,other
ventilations,neurologic ambulation disorders,other
shal potassium channels,1 alkyl 2 acetylglycerophosphocholine esterase,other
clobetasol,ccl8 chemokine,other
satellite center,hepatitis a,other
plant necrosis and chlorosis,twin pregnancy,other
family leave,lipoprotein receptor related protein 6,other
neoplasm staging,orthomyxoviruses,other
semicircular ducts,ureteral calculi,other
clerodendrum,cxcl1 chemokine,other
incubators,uronic acids,other
atxn2 protein,immunoadjuvant,other
vaccination awareness,phrenic nerve,other
eponyms,uterine cervicitides,other
alphae catenin,anti venom,other
cycloheptanes,nucleus of tractus solitarius,other
cell membrane lipid,habit spasm,other
permissiveness,desonide,other
air swallowing,moonseed,other
integrin beta3,scientific frauds,other
beta alanine pyruvate aminotransferase,ethicists,other
pharynx neoplasm,phosphodiesterase type 4 inhibitor,other
phosphorylases,eye diseases,other
herpes simplex keratitis,retinal neoplasms,other
insular gyrus,pseudomonas phages,other
dmcp,cap102 protein,other
methamizole,prospective studies,other
chinaberry tree,chylomicrons,other
zygomatic arch,otolaryngology,other
scalps,amoebic dysentery,other
gastropexis,limit dextrinoses,other
alpha galactosidase,exodus 2 chemokine,other
antiparkinsonian agents,type i tgf beta receptors,other
apo 2 ligand,mixed insulins,other
feldshers,occupational asthmas,other
ocoteas,immunological cytotoxicity test,other
men 2,cervix uteri dysplasias,other
cochlear prosthesis implantation,pubic symphysis diastases,other
hydrogensulfite reductase,dietary record,other
rhodopseudomonas,kodo millet,other
oral tuberculosis,host mother,other
adrenergic beta 1 agonists,schneiderian membrane,other
thoracic aorta dissection,computer assisted radiation therapy,other
enzyme precursor,nasolabial folds,other
calcium sulfate,piper,other
aminopeptidase n,primary immune deficiency disorder,other
turner phenotype with normal karyotype,uterine rupture,other
mercury perchloride,romance philology,other
tangier disease,baroreceptor reflex,other
immunological tests,enslaved persons,other
asarums,3ftxs,other
complement 3,age friendly health services,other
kanpo medicine,chloroplast genomes,other
paratyphoid fever,gamma linolenic acid,other
traumatic abducens neuropathies,silo filler's disease,other
optic ischaemic neuropathy,vitamin d 3 receptors,other
phytomenadione,tartar emetic,other
resident run clinic,pediatric intensive care unit,other
fritillary,p68 kinase,other
poly ig receptor,translational medical sciences,other
vascular endothelioma,hypersensitivities,other
ammonia lyase,6 methylcompactin,other
adansonias,social determinants of health,other
enterobacteria phage t2,berylliosis,other
varicose ulcers,alpinia,other
trigeminal neuropathy,atypical mycobacteria,other
cardanolides,cardiovascular pregnancy complication,other
rip ribosome inactivating protein,minicomputers,other
levodopa,cranial epidural hematomas,other
klippel trenaunay disease,gastric mucin,other
anticancer agents,parathyroidectomy,other
invertebrate ganglia,crh receptor,other
chronobiology disorders,methoxyflurane,other
tretinoin,decision trees,other
cerebral infarction,workers compensation,other
multicatalytic endopeptidase complex,hepatitis a antibodies,other
bruno like family member proteins,mammaplasties,other
cerebellar neoplasm,naegleria,other
hydatidiform mole,multidrug resistance proteins,other
alfalfa mosaic viruses,ecl cell,other
astroglia,fibroepithelial neoplasms,other
production,adrenergic beta agonists,other
defense mechanisms,luminol,other
glycosidase,spastic diplegias,other
3 phosphoinositide dependent protein kinase,salmonella phages,other
biological control agent,nls receptor,other
stim1 protein,war between the states,other
neurological disorders,metabolic side effects of drugs and substances,other
chlortetracycline,sizofiran,other
heparin binding protein p30,plasmodium knowlesus,other
yucca,torulaspora,other
pancreatic stone protein,ghost tooth,other
nalidixin,mesenchymal stromal cells,other
electrical stimulations,laboratory infection,other
buchu resin,gender confirmation surgery,other
cardiac function test,sexualized drug use,other
death domain,serpula hyodysenteriae,other
enterotoxin,mdr gene,other
gastrointestinal absorption,acetylgalactosamine,other
rubella virus,interleukin 13 receptor alpha2 subunit,other
cysteine proteinase,gingival recessions,other
patent medicines,abdominal radiographies,other
acoustic rhinometry,songbirds,other
anterograde amnesias,blood brain barrier,other
p2y2 receptor,algal gene proteins,other
hand injuries,knee caps,other
fur seals,veterinary abortions,other
hla c antigens,oxidized cellulose,other
amidine lyases,arg1 deficiencies,other
neurofibromatosis 1,enterochromaffin cell,other
99mtc mag3,vitamin k 3,other
purkyne cell,sex behavior,other
oncogene protein rel,struthioniformes,other
veratrum alkaloids,orbicularis oculi reflex,other
primroses,problem based learning,other
atrioventricular blocks,percidae,other
cd138 antigen,mastoidectomies,other
hemagglutinin,computer program,other
t cell antigen receptor,aldo keto reductase family 1 member c2,other
cell membrane lipids,amino acids receptors,other
hospital mortalities,proton pump inhibitor,other
dna packaging,phosphoinositide selective phospholipase c,other
hapten,phosphoprotein b 50,other
chondroblastomas,picrasma,other
t8 cells,rf x binding protein,other
jejunal diseases,medical mistakes,other
drugs shelf life,nutriceutical,other
suppurative hidradenitides,insurance claim reviews,other
local anesthetic,strongyloides stercoralis,other
hypophyseal disorder,radiosensitivity,other
aldrich syndrome,hepatocyte nuclear factor 6,other
salivary gland calculi,macacas,other
health resource,telemetries,other
cd158b1 antigen,polyprenoids,other
kaplan meier test,scutellaria baicalensis,other
food deprivation,persistent hyperinsulinemia hypoglycemia of infancy,other
genetic toxicity tests,interferon gamma receptors,other
ambulatory quick diagnosis units,sodium compounds,other
km allotype,hickory nuts,other
at rich regions,guanosine diphosphofucose,other
hydrostatic pressure,epoxide hydrolase,other
denture stomatitis,asiatic cobras,other
brain death,nonchromaffin paraganglioma,other
4 aminophenazone,white adipocyte,other
amyloid proteins,mibg,other
periostitides,blood platelet transfusion,other
cd15 antigens,wingless type proteins,other
dermatitis verrucosa,type iv antifreeze proteins,other
infertility effects,polydystrophic dwarfism,other
shp1 protein tyrosine phosphatase,pubertal blockers,other
liver infarctions,caprylates,other
twist protein,mar element,other
parietal bone,international federation of red cross and red crescent societies,other
6 mercaptopurine,plasmacytic leukemias,other
mkk 1 protein kinase,brown violin spiders,other
t butylhydroperoxide,nucleus obscurus raphe,other
cyp1a1 protein,chemokine cxcl1,other
heterotopic ossification,integrin alpha m,other
one health concept,shiga toxin 1,other
paramorphan,p38delta map kinase,other
hla b39,ependymomas,other
periphyton,trifluorothymidine,other
esteroproteases,hiv protease inhibitor,other
interleukin 21 receptor alpha chain,value based insurance design,other
trematodas,nitrogen isotope,other
perceptual closures,abiotic receptors,other
myofascial release treatments,inducible cell adhesion molecule 110,other
cosmonauts,hallucinogenic substances,other
type b cyclin,buf rats,other
interleukin 3 receptor alpha chain,white spot syndrome virus 1,other
glucose transporter type 4,endosseous dental implant therapy,other
organ preservation,pulegium vulgare,other
obstetric and gynecologic diagnostic techniques,wound closure technique,other
wnt signaling pathway,trichechus,other
endocrinologist,chronic autoimmune urticaria,other
embryonic induction,rhodamine 123,other
licensing,external ear canal,other
mineralocorticoid receptors,epidemic myalgias,other
cortical phase synchronization,ureohydrolase,other
flexural property,hematologic tests,other
life support care,cicer,other
wattles and comb,corpus callosum hypogeneses,other
chromosome breakpoints,high energy shock waves,other
artemisia absinthium,pallister hall syndrome,other
blood flow,maf protein,other
bronchial constrictions,neopallial cortices,other
polycythemia ruba veras,spirillum cholerae,other
adansonia,feline acquired immunodeficiency syndrome,other
rubivirus infection,corneal ulcer,other
sterol regulatory element binding protein 1,child nutritional physiology phenomenon,other
guideline adherence,vindesin,other
smilings,htlv iii p24,other
sweat gland adenoma,rna lesion,other
histocytologic preparation technique,methoxychlor,other
affinity labeling reagents,postprandial period,other
abortifacient effect,b cell epitopes,other
indole alkaloid,optical storage devices,other
delayed ovum implantations,calgranulin a,other
cyclohexatriene,actinomyces viscosus,other
wound infection,anti hypertensive drugs,other
epidural blood patch,aftercare,other
plant developments,organotechnetium compounds,other
cocculin,whole body scanning,other
phototoxic dermatitides,7 deazaadenosine,other
cefpirome,vestibulocochlear nerve trauma,other
astacoideas,ejaculatory dysfunctions,other
microbial inactivation,nutritional genomics,other
hereditary eye disease,electroporation therapy,other
oxylipins,glomus jugulare tumors,other
h7n1 subtype,diuretic,other
5 isothiocyanatofluorescein,sterol 26 hydroxylase,other
fermented foods,animal behaviors,other
alloxan,xanthurenates,other
peripheral catheterizations,alpha 1 antitrypsin,other
lymphocyte,lymphocytes,same-as
blastodiscs,blastodisc,same-as
primary immune deficiency,primary immunodeficiency diseases,same-as
erythroxylons,coca,same-as
thyroid associated ophthalmopathies,graves ophthalmopathy,same-as
wireless technologies,wireless technology,same-as
cacatuidae,cockatoos,same-as
laparoscopies,laparoscopy,same-as
gastric mucin,gastric mucins,same-as
mindfulness meditation,mindfulness,same-as
muscle dystonia,dystonia,same-as
orthomyxoviruses,orthomyxoviridae,same-as
cardiac outputs,cardiac output,same-as
chorea acanthocytoses,neuroacanthocytosis,same-as
lung lavage fluids,bronchoalveolar lavage fluid,same-as
anti hypertensive drugs,antihypertensive agents,same-as
precursor muscle cell,myoblasts,same-as
pleuroscopies,thoracoscopy,same-as
maf protein,maf transcription factors,same-as
iriomoteolide,amphidinolides,same-as
inr,international normalized ratio,same-as
aneugen,aneugens,same-as
viremic controllers,elite controllers,same-as
endocrinologist,endocrinologists,same-as
dipg brain tumor,diffuse intrinsic pontine glioma,same-as
nucleosomal binding proteins,hmgn proteins,same-as
aminoxafen,aminorex,same-as
click chemical technique,click chemistry,same-as
worksite,workplace,same-as
human characteristic,human characteristics,same-as
resident run clinic,student run clinic,same-as
vaginal births after cesarean,vaginal birth after cesarean,same-as
cyp26 family,cytochrome p450 family 26,same-as
femur head necroses,femur head necrosis,same-as
maternal deprivations,maternal deprivation,same-as
zinc finger,zinc fingers,same-as
thiol,sulfhydryl compounds,same-as
fungal diseases,mycoses,same-as
amygdalus communis,prunus dulcis,same-as
infertility effects,fertility agents,same-as
conservative therapies,conservative treatment,same-as
enterobiases,enterobiasis,same-as
terciopelo,bothrops asper,same-as
capuchin monkeys,cebus,same-as
tissue basophil,mast cells,same-as
g2 cell cycle checkpoints,g2 phase cell cycle checkpoints,same-as
irritable moods,irritable mood,same-as
heart decompensation,heart failure,same-as
brachial plexopathy,brachial plexus neuropathies,same-as
librarian,librarians,same-as
ethical analyses,ethical analysis,same-as
crab grass,digitaria,same-as
horsenettle,solanum,same-as
cat claw,cat's claw,same-as
psychosocial interventions,psychosocial intervention,same-as
prostaglandin endoperoxide synthase inhibitors,cyclooxygenase inhibitors,same-as
crossed fused ectopia,fused kidney,same-as
eastern african peoples,east african people,same-as
isograft,isografts,same-as
adenoviruses,adenoviridae,same-as
gross national product,gross domestic product,same-as
microdissections,microdissection,same-as
peptidyltransferases,peptidyl transferases,same-as
nutriceutical,dietary supplements,same-as
anticoagulation agents,anticoagulants,same-as
central spinal cord syndrome,central cord syndrome,same-as
spgy protein,deleted in azoospermia 1 protein,same-as
purkyne cell,purkinje cells,same-as
glutamine amidophosphoribosyltransferase,amidophosphoribosyltransferase,same-as
blood circulation times,blood circulation time,same-as
adenosine diphosphoribose,adenosine diphosphate ribose,same-as
ventricular outflow obstructions,ventricular outflow obstruction,same-as
franklins disease,heavy chain disease,same-as
gym,fitness centers,same-as
neglected disease,neglected diseases,same-as
campylobacterioses,campylobacter infections,same-as
orthokeratologic procedure,orthokeratologic procedures,same-as
protein c deficiencies,protein c deficiency,same-as
opioid substitution therapy,opiate substitution treatment,same-as
biomimicry device,biomimetic materials,same-as
gene regulatory network,gene regulatory networks,same-as
mdck cells,madin darby canine kidney cells,same-as
ligamenta flava,ligamentum flavum,same-as
sulfotransferase,sulfotransferases,same-as
hemodialyzates,hemodialysis solutions,same-as
depside,depsides,same-as
familial polyposis coli,adenomatous polyposis coli,same-as
clinical psychotherapists,psychotherapists,same-as
patient room,patients' rooms,same-as
bacterial zoonotic infections,bacterial zoonoses,same-as
complement protein,complement system proteins,same-as
valvular pulmonic stenoses,pulmonary valve stenosis,same-as
titf 1 protein,thyroid nuclear factor 1,same-as
agger nasi cell,frontal sinus,same-as
muscle tissue,muscles,same-as
cocarcinogeneses,cocarcinogenesis,same-as
plant developments,plant development,same-as
merphalan,melphalan,same-as
galanthamine,galantamine,same-as
joy,happiness,same-as
lipoabdominoplasties,lipoabdominoplasty,same-as
dexpropranolol,propranolol,same-as
arterial pressures,arterial pressure,same-as
amnioscopy,fetoscopy,same-as
bt toxin,bacillus thuringiensis toxins,same-as
